date,open,high,low,close,volume,dividend,split
1999-03-11,78.83501969158884,79.83033928045882,74.15018839318806,78.22734340511295,4844300.0,0.0,1.0
1999-03-12,77.13127232983571,77.59345905559061,70.76733972031228,72.59061608380486,4371800.0,0.0,1.0
1999-03-15,74.26325312753795,79.28895545644446,72.25954254633429,78.80961096191005,3184500.0,0.0,1.0
1999-03-16,79.8020196946863,81.67550493743234,77.29224617015032,80.8459977221848,2452900.0,0.0,1.0
1999-03-17,80.75086659764357,81.11843851740166,78.26250819126747,79.00518858708116,1982500.0,0.0,1.0
1999-03-18,79.03786265409828,83.81484709498712,78.78426689517579,83.53732257505153,2424200.0,0.0,1.0
1999-03-19,86.18352897280246,87.22397350565842,76.193752921654,77.19106936247483,3580200.0,0.0,1.0
1999-03-22,78.38200867623438,78.78566285429712,74.13805070467069,74.51606716422356,2512400.0,0.0,1.0
1999-03-23,73.36936999167979,74.28008264355338,66.20279192418717,66.74262403706665,5481200.0,0.0,1.0
1999-03-24,68.16750162642624,73.79556141496361,66.03573500995631,73.35326449178791,4223500.0,0.0,1.0
1999-03-25,76.67195856089482,81.80662000227711,75.74823428904449,81.30763471309251,4066900.0,0.0,1.0
1999-03-26,79.31632601625643,81.80185811847261,78.21793302386126,78.77910463357468,4128100.0,0.0,1.0
1999-03-29,81.335282114158,87.65040719831319,80.35356049218966,87.332333317621,2556900.0,0.0,1.0
1999-03-30,86.6582296643682,88.83812604736976,84.81873489523917,85.40684394890955,2470300.0,0.0,1.0
1999-03-31,89.94035518330888,90.41382662719793,80.1037570429189,81.61248122701839,4128300.0,0.0,1.0
1999-04-01,88.61047109363129,88.97469207449846,82.59493207538925,86.67398506779564,4357900.0,0.0,1.0
1999-04-05,90.51117515498976,96.63083142436211,89.57888035267757,96.00738117245373,2848600.0,0.0,1.0
1999-04-06,95.45681100823148,98.81829585398101,93.29054171432459,96.51893040413972,3761200.0,0.0,1.0
1999-04-07,99.14469160374838,100.35753275828576,88.55184408158561,93.6955058007936,5961800.0,0.0,1.0
1999-04-08,92.12607265074742,96.98983934573198,87.70859761537406,95.70875356021195,3976200.0,0.0,1.0
1999-04-09,95.37744972161003,98.18121798154444,94.47647898001034,97.49521625077752,2473400.0,0.0,1.0
1999-04-12,90.99308989323848,97.02855308456546,90.39630610459079,95.6868227034796,5467000.0,0.0,1.0
1999-04-13,97.37577669615315,98.01985166119113,89.47622177834972,91.85956555137258,4981100.0,0.0,1.0
1999-04-14,93.88572257850002,94.89634772714669,81.79723171253683,82.42403211182004,10626900.0,0.0,1.0
1999-04-15,81.00725713535942,86.4840831162851,76.31988199027238,85.886270706358,8825300.0,0.0,1.0
1999-04-16,84.81856355880043,85.27062305851071,76.97726266297477,78.2976988749247,8637000.0,0.0,1.0
1999-04-19,77.08538994202601,77.89088837170576,67.03723104213942,67.51184309214212,9730300.0,0.0,1.0
1999-04-20,66.61323965632202,73.10808270175728,65.0788271105341,72.0262994149096,8706800.0,0.0,1.0
1999-04-21,73.86017094232662,82.84515558699873,71.16805598655188,82.53931861153937,5470200.0,0.0,1.0
1999-04-22,84.4578521769256,89.77124325630163,83.20169998794924,89.19820199338896,6815300.0,0.0,1.0
1999-04-23,87.2878709026907,93.68242756281492,85.41280236740651,92.57991925181815,3532200.0,0.0,1.0
1999-04-26,94.11436279758335,100.15454429436333,93.47423829784016,99.01584188926057,2710500.0,0.0,1.0
1999-04-27,101.48299117331914,102.17210804564147,90.68862506611976,94.35991063668983,8241400.0,0.0,1.0
1999-04-28,91.83617393962923,92.98542815197837,84.03200240822324,84.84155947823946,3838400.0,0.0,1.0
1999-04-29,83.82671138133509,84.81559248176363,78.75034597822723,82.97620164698111,9574100.0,0.0,1.0
1999-04-30,86.46158269728289,87.30531836562405,81.18112996270519,84.35470981764138,7647600.0,0.0,1.0
1999-05-03,83.84485747316731,84.81119580112797,79.56224869771646,83.19339262613597,5554900.0,0.0,1.0
1999-05-04,83.91004365018287,87.09096448816676,78.27909102912258,79.28105931184389,7714200.0,0.0,1.0
1999-05-05,78.96913586389779,87.0176292505744,75.97508184036833,86.41253620250893,6321300.0,0.0,1.0
