Date,Ticker,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2010-04-07,TQQQ,114.71,115.96,112.45,114.449997,4427200.0,0.0,1.0,2.3851951978383785,2.411186776578662,2.3382024234759453,2.3797888870806103,212505600.0
2010-04-08,TQQQ,113.29,115.53,111.56,114.860001,2902400.0,0.0,1.0,2.355668764389416,2.402245673492005,2.319696419412863,2.388314208080476,139315200.0
2010-04-09,TQQQ,115.24,117.21,114.35,116.93,2420800.0,0.0,1.0,2.3962156272242594,2.437178355318946,2.3777096231611767,2.4313562416811227,116198400.0
2010-04-12,TQQQ,117.33,118.3,116.56,117.400002,2033600.0,0.0,1.0,2.439673546878013,2.459843011980474,2.4236627343739987,2.4411291168739955,97612800.0
2010-04-13,TQQQ,117.02,119.36,115.96,119.16999799999999,2801600.0,0.0,1.0,2.4332276353504234,2.4818838707522346,2.411186776578662,2.4779331091971857,134476800.0
2010-04-14,TQQQ,120.87,123.47,120.62,123.370003,2545600.0,0.0,1.0,2.513281697870498,2.5673441816502884,2.5080833821224413,2.565264917730855,122188800.0
2010-04-15,TQQQ,123.24,125.48,123.13,125.019997,1907200.0,0.0,1.0,2.5625617311620763,2.609138640264665,2.560274472232931,2.5995736769084514,91545600.0
2010-04-16,TQQQ,123.7,124.91,118.25,120.57,5395200.0,0.0,1.0,2.572126632138501,2.597286480359096,2.4588033488308625,2.5070437189728296,258969600.0
2010-04-19,TQQQ,119.44,121.48,116.0,120.379997,4697600.0,0.0,1.0,2.4835473317916135,2.5259655882957563,2.4120185070983515,2.5030929366245176,225484800.0
2010-04-20,TQQQ,122.25,123.0,119.96,122.160004,2337600.0,0.0,1.0,2.541976400799771,2.557571348043941,2.4943598285475708,2.540105090303523,112204800.0
2010-04-21,TQQQ,124.64,125.37,122.0,124.309998,3499200.0,0.0,1.0,2.5916722993511945,2.6068513813355203,2.5367780850517145,2.584810480977233,167961600.0
2010-04-22,TQQQ,120.68,126.57,118.62,126.150002,5118400.0,0.0,1.0,2.5093309779019752,2.6318032969261926,2.466496856137987,2.6230701680559827,245683200.0
2010-04-23,TQQQ,126.27,128.22,124.78,127.82,3432000.0,0.0,1.0,2.6255653180285243,2.6661121808633674,2.594583356170106,2.6577948756664767,164736000.0
2010-04-26,TQQQ,127.91,128.87,126.25,126.870003,3355200.0,0.0,1.0,2.659666269335777,2.6796278018083157,2.6251494527686803,2.63804133820365,161049600.0
2010-04-27,TQQQ,125.64,126.98,118.0,119.040001,5572800.0,0.0,1.0,2.6124655623434214,2.6403285347530057,2.4536050330828063,2.4752300473879854,267494400.0
2010-04-28,TQQQ,120.87,120.99,116.43,119.32,5211200.0,0.0,1.0,2.513281697870498,2.515776889429565,2.420959610185009,2.4810521402325456,250137600.0
2010-04-29,TQQQ,120.98,126.01,120.97,125.410004,3531200.0,0.0,1.0,2.515568956799643,2.620159069650545,2.5153610241697204,2.6076831950282613,169497600.0
2010-04-30,TQQQ,125.22,125.81,117.71,118.019997,3688000.0,0.0,1.0,2.603732391886686,2.6160004170521,2.4475749868150602,2.454020835962861,177024000.0
2010-05-03,TQQQ,119.4,124.62,119.37,122.839996,2192000.0,0.0,1.0,2.4827156012719236,2.59125643409135,2.4820918033821573,2.554244342792133,105216000.0
2010-05-04,TQQQ,118.19,118.2,109.31,111.980003,5718400.0,0.0,1.0,2.457555753051329,2.4577636856812517,2.272911577680352,2.3284296522493872,274483200.0
2010-05-05,TQQQ,108.47,112.11,106.4,110.139999,5771200.0,0.0,1.0,2.2554452367668807,2.331132714058588,2.21240318237297,2.2901699651706373,277017600.0
2010-05-06,TQQQ,107.87,110.98,68.0,99.349998,9075200.0,0.0,1.0,2.2429692789715445,2.3076363268773714,1.4139418834714474,2.065810636691243,435609600.0
2010-05-07,TQQQ,96.72,100.33,85.71,92.120003,10344000.0,0.0,1.0,2.011124396608212,2.086188076010152,1.7821905710637904,1.915475449223756,496512000.0
2010-05-10,TQQQ,103.75,106.17,103.18,105.860001,7886400.0,0.0,1.0,2.1573010354435693,2.2076207318847585,2.1454488755379995,2.201174841150431,378547200.0
2010-05-11,TQQQ,102.87,110.0,102.27,105.790001,6126400.0,0.0,1.0,2.139002964010409,2.2872589291449885,2.1265270062150723,2.1997193127409758,294067200.0
2010-05-12,TQQQ,107.24,111.72,106.84,111.489998,4523200.0,0.0,1.0,2.2298695232864416,2.323023341491619,2.221552218089551,2.3182408494168807,217113600.0
2010-05-13,TQQQ,110.42,112.74,105.78,106.449997,4398400.0,0.0,1.0,2.2959920996017242,2.344232469743691,2.19951135931779,2.213442783142793,211123200.0
2010-05-14,TQQQ,103.84,103.98,96.5,99.900002,6424000.0,0.0,1.0,2.159172429112869,2.162083485931781,2.006549878749922,2.07724701451002,308352000.0
2010-05-17,TQQQ,100.87,102.37,94.8,101.25,5702400.0,0.0,1.0,2.0974164380259546,2.1286063325142948,1.971201331663136,2.105317877963001,273715200.0
2010-05-18,TQQQ,103.72,104.3,95.6,97.379997,7942400.0,0.0,1.0,2.1566772375538017,2.168737330089294,1.9878359420569167,2.0248478878032934,381235200.0
2010-05-19,TQQQ,95.7,98.0,91.43,94.809998,9907200.0,0.0,1.0,1.9899152683561399,2.0377397732382625,1.9011280353793303,1.971409222706532,475545600.0
2010-05-20,TQQQ,89.07,89.71,83.45,85.220001,11374400.0,0.0,1.0,1.8520559347176735,1.8653636230326989,1.7351977967013572,1.7720018929908623,545971200.0
2010-05-21,TQQQ,80.03,88.53,79.18,85.879997,9763200.0,0.0,1.0,1.6640848372679402,1.8408275727018717,1.6464105637245474,1.7857253633926804,468633600.0
2010-05-24,TQQQ,86.35,89.55,85.59,86.589996,6459200.0,0.0,1.0,1.7954982593788158,1.8620367009539431,1.7796953795047237,1.8004885593238986,310041600.0
2010-05-25,TQQQ,80.16,86.25,77.6,85.980003,7193600.0,0.0,1.0,1.6667879614569296,1.793418933079593,1.613557208196828,1.7878048144514809,345292800.0
2010-05-26,TQQQ,87.31,90.9,82.68,83.32,8680000.0,0.0,1.0,1.8154597918513544,1.8901076059934496,1.7191869841973424,1.7324946725123676,416640000.0
2010-05-27,TQQQ,88.87,92.57,88.15,92.339996,7217600.0,0.0,1.0,1.8478972821192283,1.9248323551904691,1.832926132764825,1.9200498215292048,346444800.0
2010-05-28,TQQQ,92.95,93.21,88.5,91.050003,6945600.0,0.0,1.0,1.9327337951275156,1.9381400435054943,1.8402037748121045,1.893226657822073,333388800.0
2010-06-01,TQQQ,90.09,94.74,88.0,88.529999,8446400.0,0.0,1.0,1.8732650629697456,1.969953735883602,1.8298071433159908,1.8408275519086084,405427200.0
2010-06-02,TQQQ,90.0,94.76,88.08,94.760002,4726400.0,0.0,1.0,1.8713936693004447,1.9703696011434464,1.8314706043553692,1.9703696427299724,226867200.0
2010-06-03,TQQQ,95.46,97.76,93.66,97.220001,4785600.0,0.0,1.0,1.9849248852380053,2.032749390120128,1.9474970118519963,2.021521048897588,229708800.0
2010-06-04,TQQQ,91.12,94.75,86.34,87.620003,10248000.0,0.0,1.0,1.89468212385174,1.970161668513524,1.7952903267488938,1.8219057657587332,491904000.0
2010-06-07,TQQQ,88.47,89.44,82.4,82.540001,7030400.0,0.0,1.0,1.839579976922337,1.8597494420247982,1.7133648705595188,1.7162759481716936,337459200.0
2010-06-08,TQQQ,83.13,83.68,78.81,82.08000200000001,11080000.0,0.0,1.0,1.7285439525438444,1.7399802471895696,1.6387170564174232,1.7067110679885318,531840000.0
2010-06-09,TQQQ,83.74,86.09,79.35,80.269997,9560000.0,0.0,1.0,1.7412278429691033,1.7900920110008367,1.6499454184332256,1.669075158006286,458880000.0
2010-06-10,TQQQ,83.07,87.1,82.39,86.93,6480000.0,0.0,1.0,1.7272963567643107,1.8110932066229863,1.7131569379295963,1.8075583519143081,311040000.0
2010-06-11,TQQQ,84.23,89.55,84.23,89.199997,5222400.0,0.0,1.0,1.7514165418352945,1.8620367009539431,1.7514165418352945,1.8547589965268745,250675200.0
2010-06-14,TQQQ,91.85,93.61,88.89,89.25,9475200.0,0.0,1.0,1.9098612058360651,1.9464573487023853,1.8483131473790733,1.8557987220562748,454809600.0
2010-06-15,TQQQ,90.73,96.81,90.46,95.769997,8337600.0,0.0,1.0,1.886572751284771,2.0129957902775124,1.8809585702768692,1.991370734385807,400204800.0
2010-06-16,TQQQ,95.69,99.0,95.22,97.699997,6598400.0,0.0,1.0,1.9897073357262176,2.058533036230489,1.9799345021198709,2.0315017319608053,316723200.0
2010-06-17,TQQQ,99.23,99.38,96.14,98.68,6793600.0,0.0,1.0,2.063315486718702,2.066434476167536,1.99906430407272,2.0518791920729766,326092800.0
2010-06-18,TQQQ,99.19,100.94,97.96,98.949997,5816000.0,0.0,1.0,2.0624837561990126,2.0988719664354103,2.036908042718573,2.0574933107010893,279168000.0
2010-06-21,TQQQ,102.56,103.0,94.72,96.349998,9163200.0,0.0,1.0,2.1325570524828183,2.141706088199398,1.9695378706237572,2.003430847714561,439833600.0
2010-06-22,TQQQ,97.46,99.58,93.58,94.07,7483200.0,0.0,1.0,2.02651141122246,2.0705931287659816,1.9458335508126183,1.9560222496788096,359193600.0
2010-06-23,TQQQ,94.42,95.39,90.7,92.809998,9363200.0,0.0,1.0,1.963299891726089,1.9834693568285493,1.885948953395004,1.9298226967220773,449433600.0
2010-06-24,TQQQ,91.7,92.5,87.8,88.309998,9976000.0,0.0,1.0,1.9067422163872316,1.9233768267810127,1.8256484907175452,1.8362530132570551,478848000.0
2010-06-25,TQQQ,89.46,90.46,86.37,88.25,7398400.0,0.0,1.0,1.8601653072846425,1.8809585702768692,1.7959141246386603,1.835005459064048,355123200.0
2010-06-28,TQQQ,88.32,89.64,85.56,87.459999,6840000.0,0.0,1.0,1.8364609874735036,1.8639080946232436,1.7790715816149565,1.818578760506925,328320000.0
2010-06-29,TQQQ,83.35,83.5,75.4,77.699997,18259200.0,0.0,1.0,1.7331184704021343,1.7362374598509684,1.5678120296139286,1.615636472116262,876441600.0
2010-06-30,TQQQ,76.54,78.73,73.25,73.860001,7652800.0,0.0,1.0,1.5915163494250677,1.6370535953780447,1.52310651418064,1.5357904253991617,367334400.0
2010-07-01,TQQQ,74.27,74.89,68.86,73.139999,10513600.0,0.0,1.0,1.5443156424327118,1.557207465487893,1.4318240896447627,1.5208192344582319,504652800.0
2010-07-02,TQQQ,73.33,74.18,70.5,72.739998,6140800.0,0.0,1.0,1.524769975220018,1.5424442487634116,1.4659250409520157,1.5125019084680782,294758400.0
2010-07-06,TQQQ,75.52,76.91,71.28,73.120003,6523200.0,0.0,1.0,1.5703072211729956,1.5992098567321915,1.4821437860859523,1.5204034523714394,313113600.0
2010-07-07,TQQQ,73.75,80.25,73.57,80.029999,6699200.0,0.0,1.0,1.5335031456767536,1.6686593551262303,1.5297603583381527,1.664084816474677,321561600.0
2010-07-08,TQQQ,81.95,82.27,78.56,81.379997,8640000.0,0.0,1.0,1.7040079022130166,1.7106617463705291,1.6335187406693663,1.6921556799276583,414720000.0
2010-07-09,TQQQ,81.17,84.0,80.74,83.660004,5944000.0,0.0,1.0,1.6877891570790793,1.746634091347082,1.6788480539924215,1.7395644651027768,285312000.0
2010-07-12,TQQQ,83.35,85.87,82.84,84.610001,4121600.0,0.0,1.0,1.7331184704021343,1.785517493142547,1.7225139062760988,1.7593180025656037,197836800.0
2010-07-13,TQQQ,86.59,88.62,84.72,87.5,7256000.0,0.0,1.0,1.8004886424969506,1.842698966371172,1.7616052407014855,1.819410511819877,348288000.0
2010-07-14,TQQQ,88.25,90.39,87.11,88.900002,4563200.0,0.0,1.0,1.835005459064048,1.8795030418674137,1.8113011392529088,1.8485211215955213,219033600.0
2010-07-15,TQQQ,88.53,89.99,85.65,89.209999,4758400.0,0.0,1.0,1.8408275727018717,1.871185736670523,1.7809429752842572,1.8549669707433225,228403200.0
2010-07-16,TQQQ,88.43,88.54,81.64,82.029999,7556800.0,0.0,1.0,1.8387482464026488,1.8410355053317935,1.697561990685426,1.7056713424591317,362726400.0
2010-07-19,TQQQ,82.5,84.4,80.51,83.879997,5176000.0,0.0,1.0,1.7154441968587415,1.7549513965439731,1.6740656035042094,1.7441388374082258,248448000.0
2010-07-20,TQQQ,79.72,86.88,79.08,86.529999,5331200.0,0.0,1.0,1.65763892574035,1.806518688764696,1.6443312374253245,1.799241025924154,255897600.0
2010-07-21,TQQQ,89.8,89.8,82.94,83.5,7187200.0,0.0,1.0,1.867235016702,1.867235016702,1.7245932325753213,1.7362374598509684,344985600.0
2010-07-22,TQQQ,86.76,90.85,86.76,89.129997,5268800.0,0.0,1.0,1.8040234972056293,1.8890679428438384,1.8040234972056293,1.8533034681174183,252902400.0
2010-07-23,TQQQ,87.88,91.56,87.39,91.449997,5785600.0,0.0,1.0,1.8273119517569236,1.9038311595683195,1.817123252890732,1.9015438382593852,277708800.0
2010-07-26,TQQQ,91.85,93.72,90.57,93.459999,4198400.0,0.0,1.0,1.9098612058360651,1.9487446076315305,1.8832458292060144,1.943338338460288,201523200.0
2010-07-27,TQQQ,94.84,95.26,92.27,93.440002,4987200.0,0.0,1.0,1.9720330621828248,1.98076623263956,1.9185943762928008,1.9429225355802329,239385600.0
2010-07-28,TQQQ,93.25,94.42,90.3,91.529999,3232000.0,0.0,1.0,1.9389717740251835,1.963299891726089,1.8776316481981128,1.9032073408852896,155136000.0
2010-07-29,TQQQ,92.8,93.4,86.52,89.349998,6364800.0,0.0,1.0,1.9296148056786813,1.9420907634740177,1.7990331140874944,1.8578780067689715,305510400.0
2010-07-30,TQQQ,87.08,91.44,85.51,89.959999,5409600.0,0.0,1.0,1.8106773413631416,1.9013359680092523,1.7780319184653453,1.8705619179874933,259660800.0
2010-08-02,TQQQ,93.29,95.5,92.26,94.800003,3756800.0,0.0,1.0,1.9398035045448727,1.9857566157576945,1.9183864436628784,1.9712013940429247,180326400.0
2010-08-03,TQQQ,94.62,94.92,92.34,93.82,2667200.0,0.0,1.0,1.9674585443245347,1.9736965232222028,1.9200499047022568,1.9508239339307527,128025600.0
2010-08-04,TQQQ,95.05,96.8,93.82,96.529999,3371200.0,0.0,1.0,1.976399647411192,2.0127878576475897,1.9508239339307527,2.007173655846425,161817600.0
2010-08-05,TQQQ,95.08,96.3,93.94,95.959999,2769600.0,0.0,1.0,1.9770234453009592,2.0023912261514765,1.95331912548982,1.995321495940856,132940800.0
2010-08-06,TQQQ,92.51,95.92,91.13,95.510002,6364800.0,0.0,1.0,1.9235847594109357,1.99448978621443,1.8948900564816615,1.9859645899741432,305510400.0
2010-08-09,TQQQ,96.82,98.0,95.58,97.18,3568000.0,0.0,1.0,2.013203722907434,2.0377397732382625,1.9874200767970729,2.0206892975846364,171264000.0
2010-08-10,TQQQ,95.0,96.45,92.52,95.120003,6584000.0,0.0,1.0,1.975359984261581,2.0055102156003106,1.9237926920408572,1.9778552382004368,316032000.0
2010-08-11,TQQQ,90.07,90.13,85.91,87.290001,6454400.0,0.0,1.0,1.8728491977099009,1.8740967934894344,1.7863492236622358,1.8150439473847728,309811200.0
2010-08-12,TQQQ,82.06,86.03,81.57,84.83000200000001,6080000.0,0.0,1.0,1.7062951611421615,1.7888444152213032,1.69610646227597,1.7638925412171564,291840000.0
2010-08-13,TQQQ,84.13,85.09,83.14,83.139999,2414400.0,0.0,1.0,1.7493372155360716,1.7692987480086098,1.7287518851737669,1.7287518643805038,115891200.0
2010-08-16,TQQQ,81.9,85.29,80.85,83.610001,3976000.0,0.0,1.0,1.702968239063405,1.7734574006070554,1.6811353129215665,1.7385247395733765,190848000.0
2010-08-17,TQQQ,85.48,89.03,84.98,86.790001,5003200.0,0.0,1.0,1.7774081205755785,1.8512242041979847,1.7670114890794648,1.8046473158886591,240153600.0
2010-08-18,TQQQ,86.35,89.33,85.36,87.57,2964800.0,0.0,1.0,1.7954982593788158,1.8574621830956528,1.7749129290165109,1.820866040229333,142310400.0
2010-08-19,TQQQ,86.33,87.22,82.1,84.349998,4267200.0,0.0,1.0,1.7950823941189713,1.8135883981820533,1.7071268916618505,1.7539116918078357,204825600.0
2010-08-20,TQQQ,83.5,84.7,82.01,84.059998,3691200.0,0.0,1.0,1.7362374598509684,1.7611893754416412,1.7052554979925505,1.7478816455400896,177177600.0
2010-08-23,TQQQ,85.94,86.45,81.62,81.739998,4508800.0,0.0,1.0,1.7869730215520028,1.7975775856780387,1.6971461254255815,1.6996412753981227,216422400.0
2010-08-24,TQQQ,79.07,79.66,76.1,77.050003,6033600.0,0.0,1.0,1.644123304795402,1.6563913299608162,1.5823673137084877,1.6021209759308923,289612800.0
2010-08-25,TQQQ,75.55,80.31,75.18,79.360001,6006400.0,0.0,1.0,1.5709310190627626,1.669906950905764,1.5632375117556387,1.6501533718564108,288307200.0
2010-08-26,TQQQ,80.38,80.51,76.25,76.769997,5540800.0,0.0,1.0,1.6713624793152198,1.6740656035042094,1.5854863031573216,1.5962987375334907,265958400.0
2010-08-27,TQQQ,78.11,79.65,73.4,79.309998,8019200.0,0.0,1.0,1.6241617723228639,1.656183397330894,1.5262255036294743,1.6491136463270106,384921600.0
2010-08-30,TQQQ,78.09,80.18,76.72,76.739998,4380800.0,0.0,1.0,1.6237459070630196,1.6672038267167746,1.5952591367636684,1.5956749604369869,210278400.0
2010-08-31,TQQQ,75.6,77.97,74.51,76.360001,6518400.0,0.0,1.0,1.5719706822123738,1.6212507155039524,1.5493060255508464,1.5877735828797297,312883200.0
2010-09-01,TQQQ,79.3,83.53,79.19,82.760002,5401600.0,0.0,1.0,1.6489057552836144,1.7368612577407354,1.6466184963544694,1.7208504868232464,259276800.0
2010-09-02,TQQQ,83.27,85.6,82.64,85.599998,2262400.0,0.0,1.0,1.7314550093627563,1.7799033121346457,1.7183552536776532,1.7799032705481197,108595200.0
2010-09-03,TQQQ,88.2,89.96,87.29,89.959999,5636800.0,0.0,1.0,1.833965795914436,1.870561938780756,1.8150439265915097,1.8705619179874933,270566400.0
2010-09-07,TQQQ,88.75,89.82,87.58,87.769997,4057600.0,0.0,1.0,1.8454020905601607,1.867650881961844,1.8210739728592555,1.8250246304479896,194764800.0
2010-09-08,TQQQ,88.75,92.33,88.75,90.870003,4745600.0,0.0,1.0,1.8454020905601607,1.9198419720723343,1.8454020905601607,1.889483870483472,227788800.0
2010-09-09,TQQQ,93.7,93.85,91.64,92.019997,3764800.0,0.0,1.0,1.9483287423716855,1.95144773182052,1.9054946206076977,1.913395998164955,180710400.0
2010-09-10,TQQQ,92.69,93.51,91.18,93.010002,2664000.0,0.0,1.0,1.9273275467495359,1.9443780224031624,1.8959297196312732,1.933981432493575,127872000.0
2010-09-13,TQQQ,95.44,97.81,95.35,97.110001,3488000.0,0.0,1.0,1.9845090199781608,2.03378905326974,1.9826376263088603,2.0192337899684434,167424000.0
2010-09-14,TQQQ,96.7,99.84,96.14,98.339996,3531200.0,0.0,1.0,2.0107085313483672,2.0759993771439604,1.99906430407272,2.0448093994825682,169497600.0
2010-09-15,TQQQ,97.56,100.5,96.77,100.010002,2819200.0,0.0,1.0,2.0285907375216827,2.0897229307188305,2.0121640597578234,2.0795342734391653,135321600.0
2010-09-16,TQQQ,99.95,101.59,98.89,101.41999799999999,3907200.0,0.0,1.0,2.0782866360731056,2.112387587380358,2.0562457773013447,2.1088526910851537,187545600.0
2010-09-17,TQQQ,103.49,103.49,100.95,102.5,4784000.0,0.0,1.0,2.1518947870655896,2.1518947870655896,2.0990798990653325,2.131309456703285,229632000.0
2010-09-20,TQQQ,103.65,108.39,103.29,107.839996,4398400.0,0.0,1.0,2.155221709144346,2.2537817757275027,2.147736134467144,2.2423453979087262,211123200.0
2010-09-21,TQQQ,107.93,110.0,106.36,107.5,7244800.0,0.0,1.0,2.2442168747510784,2.2872589291449885,2.2115714518532816,2.2352757716644205,347750400.0
2010-09-22,TQQQ,106.3,109.09,105.2,106.989998,4024000.0,0.0,1.0,2.210323856073748,2.268337059822062,2.1874512667822983,2.2246711659518588,193152000.0
2010-09-23,TQQQ,104.8,109.9,104.48,106.66999799999999,5712000.0,0.0,1.0,2.179133961585407,2.285179602845766,2.1724801174278947,2.2180173217943464,274176000.0
2010-09-24,TQQQ,110.48,113.4,109.95,112.709999,5272000.0,0.0,1.0,2.2972396953812577,2.357956023318561,2.2862192659953773,2.343608651060661,253056000.0
2010-09-27,TQQQ,113.23,113.82,111.11,111.41999799999999,4046400.0,0.0,1.0,2.3544211686098824,2.3666891937752963,2.3103394510663606,2.3167853210074254,194227200.0
2010-09-28,TQQQ,112.47,112.47,106.08,111.699997,6092800.0,0.0,1.0,2.33861828873579,2.33861828873579,2.2057493382154583,2.3226074138519857,292454400.0
2010-09-29,TQQQ,110.82,112.33,109.55,110.800003,2660800.0,0.0,1.0,2.3043094047986146,2.335707231916878,2.277901960798486,2.3038936019185594,127718400.0
2010-09-30,TQQQ,112.48,114.46,107.13,109.300003,7395200.0,0.0,1.0,2.338826221365712,2.379996882090321,2.2275822643572964,2.2727037074302188,354969600.0
2010-10-01,TQQQ,111.86,112.31,107.35,108.959999,4876800.0,0.0,1.0,2.325934398310531,2.3352913666570334,2.2321567822155863,2.265633914839809,234086400.0
2010-10-04,TQQQ,107.87,108.98,103.48,105.18,5160000.0,0.0,1.0,2.2429692789715445,2.266049800892917,2.1516868544356678,2.1870354015224542,247680000.0
